Type,Ref,Date,Monthyear,Count,Title,Summary,Department,Corporate author,Legislature,Subject,Topic,Legislation,Witnesses,Library location,Weblocation
Treaties,Cm 2051;Austria 1 (1992),19/10/1992,101992,6,Second Supplementary Convention to the Convention on Social Security with Austria (London 1992).,,,Foreign and Commonwealth Office,House of Commons,Austria; Reciprocal arrangements; Social security,,,, ,
Treaties,Cm 2056;European Communities 4 (1992),19/10/1992,101992,7,"Europe agreement establishing an association between the European Communities and Hungary, including Exchanges of Letters with Declarations and final act (Brussels 1991).",,,Foreign and Commonwealth Office,House of Commons,Hungary; EU external trade; EU external relations,,,,CS 961 ,
Treaties,Cm 2059;European Communities 5 (1992),19/10/1992,101992,8,"Europe agreement establishing an association between the European Communities & Poland, including Exchanges of Letters with Declarations & Final Act. (Brussels 1991).",,,Foreign and Commonwealth Office,House of Commons,EU external trade; Poland; EU external relations,,,,CS 961 ,
Treaties,Cm 2073;European Communities 7 (1992),16/10/1992,101992,9,Agreement on the European Economic area with final act and declarations (Oporto 1992).,,,Foreign and Commonwealth Office,House of Commons,European communities; European Economic Community; EU external trade; Trade agreements; European economic area; European Free Trade Association,,,,Research IA 382.914;Stats 100.0 ,
Treaties,Cm 2062;Treaty 57 (1992),02/10/1992,101992,10,"First supplementary list of ratifications, accessions, withdrawals, etc, for 1992. (In continuation of Cm 1997).",,,Foreign and Commonwealth Office,House of Commons,,,,, ,
Treaties,Cm 2064;Treaty 68 (1992),02/10/1992,101992,11,"Consolidated Text of Annexes I, II and III to the European Convention on Social & Medical Assistance, signed at Paris 11 December 1953. (In continuation of Cmnd 9355).",,,Foreign and Commonwealth Office,House of Commons,NHS; Reciprocal arrangements; Social security; Council of Europe,,,, ,
Treaties,Cm 2042;Treaty 61 (1992),24/09/1992,91992,1,Amendments to the Regulations under the Patent Co-operation Treaty done at Washington on 19 June 1970 adopted by the Assembly of the International Patent Co-operation Union (PCT Union) on 12 July 1991 with amendments to the Schedule of Fees adopted by the Assembly on 2 October 1991. (In continuation of Cmnd 9767).,,,Foreign and Commonwealth Office,House of Commons,Fees and charges; Patents,,,, ,
Treaties,Cm 2044;Treaty 62 (1992),24/09/1992,91992,2,Exchange of notes with Romania amending the 1968 Consular Convention (Bucharest 1991 & 1992).,,,Foreign and Commonwealth Office,House of Commons,Romania; Diplomatic relations; Embassies,,,, ,
Treaties,Cm 2052;Treaty 66 (1992),16/09/1992,91992,3,Exchange of notes with Burkina concerning certain commercial debts (the United Kingdom/Burkina Faso Debt Agreement no 1 (1991)) (Abidjan 1991 & Ouagadougou 1992).,,,Foreign and Commonwealth Office,House of Commons,Debts; Loans; Overseas aid; Burkina Faso,,,, ,
Treaties,Cm 2053;Treaty 67 (1992),16/09/1992,91992,4,Amendment to Article 26 of Statute of Council of Europe (Strasbourg 1992).,,,Foreign and Commonwealth Office,House of Commons,Council of Europe,,,, ,
Treaties,Cm 2047;Treaty 65 (1992),09/09/1992,91992,5,Agreement with Saudi Arabia concerning the investigation of drug trafficking and confiscation of the proceeds of drug trafficking (Jedda 1990). (Previously Cm 1308).,,,Foreign and Commonwealth Office,House of Commons,Criminal investigation; Crime; Drugs; Proceeds of crime; Saudi Arabia,,,, ,
Treaties,Cm 2046;Treaty 63 (1992),02/09/1992,91992,6,"Exchange of notes with Spain extending the agreement concerning the prevention and suppression of drug trafficking and the misuse of drugs, signed at Madrid on 26 June 1989, to Gibraltar (Madrid 1991).",,,Foreign and Commonwealth Office,House of Commons,Crime; Drugs; Gibraltar; Proceeds of crime; Misuse; Spain,,,, ,
Treaties,Cm 2045;Treaty 64 (1992),02/09/1992,91992,7,Exchange of notes with Japan further amending the schedule annexed to the Air Services Agreement of 29 December 1952 (Tokyo 1992).,,,Foreign and Commonwealth Office,House of Commons,Aviation; Air routes; Japan,,,, ,
Treaties,Cm 2031;Miscellaneous 12 (1992),19/08/1992,81992,1,Protocol No 10 to the Convention for the Protection of Human Rights and Fundamental Freedoms (Strasbourg 1992).,,,Foreign and Commonwealth Office,House of Commons,Human rights; European Convention on Human Rights,,,, ,
Treaties,Cm 2033;Treaty 60 (1992),19/08/1992,81992,2,Exchange of notes with Honduras concerning the UK/Honduras debt rescheduling agreement 1991 (Tegucigalpa 1991).,,,Foreign and Commonwealth Office,House of Commons,Debts; Loans; Overseas aid; Honduras,,,, ,
Treaties,Cm 2027;Treaty 58 (1992),14/08/1992,81992,3,Exchange of notes with Egypt regarding the use of British capital untransferable accounts in Egypt (Cairo 1990) with amending exchange of notes (Cairo 1992).,,,Foreign and Commonwealth Office,House of Commons,Bank services; Capital; Exports; Egypt,,,, ,
Treaties,Cm 2030;Treaty 59 (1992),14/08/1992,81992,4,Exchange of notes with Niger concerning certain commercial debts (The UK/Niger Debt Agreement No 7 (1990) (Abidjan & Niamey 1991).,,,Foreign and Commonwealth Office,House of Commons,Debts; Loans; Overseas aid; Niger,,,, ,
Treaties,Cm 2026;Treaty 56 (1992),12/08/1992,81992,5,Agreement with Paraguay for the promotion & protection of investments (London 1981). (Previously Cmnd 8329).,,,Foreign and Commonwealth Office,House of Commons,Consumers; Investment; Protection; Overseas investment; Foreign investment in UK; Paraguay,,,, ,
Treaties,Cm 2025;Treaty 55 (1992),12/08/1992,81992,6,"Agreement on social security with Australia, with amending exchange of notes (Canberra 1992). (Previously Cm 1589 & Cm 1955).",,,Foreign and Commonwealth Office,House of Commons,Australia; Reciprocal arrangements; Social security,,,, ,
Treaties,Cm 2024;Netherlands 1 (1992),12/08/1992,81992,7,Agreement with the Netherlands relating to the exploitation of the Markham Field Reservoirs and offtake of petroleum therefrom (The Hague 1992).,,,Foreign and Commonwealth Office,House of Commons,Oil; Production; Netherlands; Markham Field reservoirs,,,, ,
Treaties,Cm 2009;Treaty 53 (1992),05/08/1992,81992,8,Convention on Jurisdiction and Enforcement of Judgements in Civil and Commercial Matters (Lugano 1988) (Previously Cm 1362).,,,Foreign and Commonwealth Office,House of Commons,Administration of justice; Civil proceedings; Jurisdiction; European communities; Judgements; Brussels Convention 1968,,,, ,
Treaties,Cm 2016;Treaty 54 (1992),05/08/1992,81992,9,Convention with the Czech and Slovak Federal Republic for the avoidance of double taxation with respect to taxes on income and capital gains (London 1990),,,Foreign and Commonwealth Office,House of Commons,Capital gains tax; Income tax; Double taxation; Czechoslovakia,,,, ,
Treaties,Cm 2022;Treaty 113 (1991),01/08/1992,81992,10,Index to Treaty Series 1991.,,,Foreign and Commonwealth Office,House of Commons,,,,, ,
Treaties,Cm 1999;Treaty 47 (1992),31/07/1992,71992,1,Fourth ACP-EEC Convention & Final Act (with related documents) (Lome 1989).,,,Foreign and Commonwealth Office,House of Commons,Developing countries; European communities; European Economic Community; EU aid; ACP countries; Lome Convention; EU trade,,,,Stats 100.0 ,
Treaties,Cm 2001;Treaty 51 (1992),24/07/1992,71992,2,"Exchange of notes with Norway concerning the proposed export by British Nuclear Fuels plc to the Organisation for Economic Cooperation & Development (OECD) Halden Reactor Project, Oslo, of uranium oxide powder (Oslo 1992).",,,Foreign and Commonwealth Office,House of Commons,British Nuclear Fuels; Exports; Nuclear fuels; Radioactive materials; Norway; Transport; Uranium,,,, ,
Treaties,Cm 2002;Treaty 52 (1992),24/07/1992,71992,3,Amendments to Appendix 1 to the Convention on the Conservation of European Wildlife and Natural Habitats done at Berne 19 September 1979. (Adopted 6 December 1991).,,,Foreign and Commonwealth Office,House of Commons,Birds; Environment protection; Nature conservation; Plants; Wildlife; Convention on the Conservation of European Wildlife and Natural Habitats,,,, ,
Treaties,Cm 1997;Treaty 112 (1991),24/07/1992,71992,4,"Fourth supplementary list of ratifications, accessions, withdrawals etc for 1991.",,,Foreign and Commonwealth Office,House of Commons,,,,, ,
Treaties,Cm 2000;Treaty 50 (1992),21/07/1992,71992,5,Decisions of the High Council of the European University Institute amending the Convention setting up a European University Institute signed at Florence on 19 April 1972. (In continuation of Cmnd 6405).,,,Foreign and Commonwealth Office,House of Commons,Universities; European University Institute,,,, ,
Treaties,Cm 1989;Treaty 48 (1992),21/07/1992,71992,6,Exchange of notes with Lithuania concerning the transfer of gold to Lietuvos Bankas (Bank of Lithuania) & settlement of other bilateral claims matters.,,,Foreign and Commonwealth Office,House of Commons,Compensation; Lithuania; Gold,,,, ,
Treaties,Cm 1994;Treaty 49 (1992),17/07/1992,71992,7,Exchange of notes with Jordan amending the UK/Jordan Loan Agreement 1987 (Amman 1992).,,,Foreign and Commonwealth Office,House of Commons,Debts; Loans; Overseas aid; Jordan,,,, ,
Treaties,Cm 1979;Treaty 46 (1992),08/07/1992,71992,8,"Agreement with France relating to completion of the delimitation of the Continental shelf in the Southern North Sea, with notes exchanged in Paris on 21 & 27 March 1990. (London 1991). (Previously Cm 1732).",,,Foreign and Commonwealth Office,House of Commons,Continental shelf; France; Sovereignty; North Sea,,,, ,
Treaties,Cm 1976;Treaty 44 (1992),03/07/1992,71992,9,Convention on the Rights of the Child adopted by the General Assembly of the United Nations on 29 November 1989. (Previously Cm 1668) .,,,Foreign and Commonwealth Office,House of Commons,Children; Children's rights; UN Convention on the Rights of the Child,,,, ,
Treaties,Cm 1978;Miscellaneous 9 (1992),03/07/1992,71992,10,"Convention on Temporary Admission: Annexes B5,B7,B8,B9,C,D & E. (Brussels 1991).",,,Foreign and Commonwealth Office,House of Commons,Customs; Trade formalities; Trade documentation,,,, ,
Treaties,Cm 1980;Treaty 45 (1992),03/07/1992,71992,11,Exchange of notes with Estonia concerning the settlement of outstanding claims & financial issues (Tallinn 1992).,,,Foreign and Commonwealth Office,House of Commons,Compensation; Estonia; Gold,,,, ,
Treaties,Cm 1995;Miscellaneous 11 (1992),25/06/1992,61992,1,"Resolution to further extend the International Coffee Agreement 1983. Approved at the Sixth Plenary Meeting, 27 September 1991.",,,Foreign and Commonwealth Office,House of Commons,Trade agreements; Commodities; Coffee; International Coffee Agreement,,,, ,
Treaties,Cm 1970;Miscellaneous 10 (1992),24/06/1992,61992,2,Protocol to the 1979 Convention on Long-Range Transboundary Air Pollution concerning the control of emissions of volatile organic compounds on their transboundary fluxes. (Geneva 1991).,,,Foreign and Commonwealth Office,House of Commons,Air pollution; Pollution control; Volatile organic compounds; Convention on Long-Range Transboundary Air Pollution,,,,"Research Sc 363.7392,P ",
Treaties,Cm 1975;Treaty 43 (1992),24/06/1992,61992,3,Convention on social security with Barbados with protocol concerning health care. (London 1992). (Previously Cm 1796).,,,Foreign and Commonwealth Office,House of Commons,NHS; Medical treatments; Reciprocal arrangements; Social security; Social security benefits; Barbados,,,, ,
Treaties,Cm 1974;Treaty 42 (1992),24/06/1992,61992,4,Agreement with Hungary on the establishment & activities of cultural counties. (Budapest 1992).,,,Foreign and Commonwealth Office,House of Commons,Hungary; Cultural relations,,,, ,
Treaties,Cm 1967;Treaty 39 (1992),17/06/1992,61992,5,Exchange of Notes with Mauritania concerning certain commercial debts (The UK/Mauritania Debt Agreement No 4 (1989)).(Rabat & Nouakchott 1991).,,,Foreign and Commonwealth Office,House of Commons,Debts; Loans; Overseas aid; Mauritania,,,, ,
Treaties,Cm 1968;Treaty 40 (1992),17/06/1992,61992,6,Exchange of Notes with Argentina concerning certain commercial debts (the UK/Argentina Debt Agreement no 3 (1989) Amendment). (London 1992).,,,Foreign and Commonwealth Office,House of Commons,Debts; Loans; Overseas aid; Argentina,,,, ,
Treaties,Cm 1971;Treaty 41 (1992),17/06/1992,61992,7,Exchange of Notes with Colombia further amending the Air Services Agreement signed at Bogota on 16 October 1947. (Bogota 1991 & 1992).,,,Foreign and Commonwealth Office,House of Commons,Aviation; Air routes; Colombia,,,, ,
Treaties,Cm 1964;Miscellaneous 8 (1992),10/06/1992,61992,8,"Convention on the participation of foreigners in public life at local level. (Strasbourg, 1992).",,,Foreign and Commonwealth Office,House of Commons,Elections; Foreign nationals; Freedom of expression; Local government; Voting rights; Council of Europe; Freedom of association; Convention on Participation of Foreigners in Public Life at Local Level,,,, ,
Treaties,Cm 1972,05/06/1992,61992,9,Vienna Document 1992 of negotiations on confidence & security building measures convened in accordance with relevant provisions of concluding document of Vienna Meeting of Conference on Security & Co-operation in Europe (Vienna 1992).,,,Foreign and Commonwealth Office,House of Commons,Arms control; European Security Conference; Negotiations; Confidence building measures,,,, ,
Treaties,Cm 1963;Treaty 36 (1992),05/06/1992,61992,10,Amendment to Article 26 of Statute of Council of Europe (Strasbourg 1991).,,,Foreign and Commonwealth Office,House of Commons,Council of Europe,,,, ,
Treaties,Cm 1960;Miscellaneous 6 (1992),05/06/1992,61992,11,Protocol on Environmental Protection to Antarctic Treaty with Final Act of Eleventh Antarctic Treaty Special Consultative Meeting (Madrid 1991).,,,Foreign and Commonwealth Office,House of Commons,Antarctic; Antarctic Treaty; Environment protection; Environmental impact assessment; Pollution; Nature conservation; Pollution control; Waste management; Waste disposal; Seas and oceans; Antarctic specially managed areas; Antarctic specially protected areas,,,,"Research Sc 508.989,P ",
